501365,1,1
900189,-1,1
501163,-1,1
508016,-1,1
508088,-1,1
508203,-1,1
501225,-1,-1
501217,-1,1
508535,1,1
900159,-1,1
900196,-1,1
900103,-1,1
900199,1,1
508325,-1,1
900156,-1,-1
900172,-1,-1
501255,1,1
501030,1,1
508356,-1,1
508087,-1,-1
501256,1,1
900131,1,1
508252,1,-1
501198,1,-1
900094,-1,1
508357,-1,-1
502344,1,1
501210,-1,1
501196,1,-1
501336,1,-1
501236,-1,1
508484,1,1
900162,1,1
501088,1,1
900195,-1,1
501038,-1,1
501176,-1,1
501373,-1,-1
501191,1,-1
508525,1,1
502348,1,-1
501286,1,1
502331,-1,-1
900145,-1,1
