501310,-1,1
501030,-1,1
501236,-1,1
508065,1,1
502359,-1,1
501200,1,1
501394,1,1
502336,-1,1
900171,-1,1
501317,1,1
501379,1,1
900135,1,1
508031,-1,1
900197,-1,1
900146,1,1
501454,1,1
900102,-1,1
501256,1,1
900331,1,1
502337,-1,1
501173,1,1
501257,-1,1
900131,1,1
508104,-1,1
508335,-1,1
501225,1,1
501175,1,1
501101,-1,1
900161,1,1
508012,1,1
508530,1,1
501289,-1,1
900144,-1,1
501191,-1,1
508016,1,1
900103,-1,1
501186,1,1
502331,1,1
501320,-1,1
508566,1,1
508438,1,1
508293,-1,1
900099,-1,-1
501125,-1,1
