501256,1,1
508415,1,1
501282,-1,1
508060,1,1
508102,1,1
508046,-1,1
508108,1,1
501335,1,1
900101,1,1
900199,-1,1
501272,-1,1
508222,-1,1
900162,-1,1
501346,-1,1
900338,1,1
501336,1,1
900119,1,-1
900159,1,1
501052,-1,-1
508535,1,1
501173,-1,1
501419,1,1
508012,-1,1
508475,-1,-1
501030,-1,1
508016,1,1
900170,-1,-1
501314,-1,1
900153,1,1
900189,-1,1
501054,-1,-1
501144,-1,-1
501168,-1,1
508360,-1,1
501317,1,1
900331,-1,1
501215,1,1
508243,-1,1
508306,-1,1
900103,-1,1
508302,-1,1
508104,-1,1
501454,1,1
508245,1,1
