508105,-1,1
501336,1,1
501038,-1,1
900336,-1,-1
900099,-1,1
900196,-1,1
501193,1,-1
508243,1,-1
508321,1,-1
508088,-1,-1
508537,1,1
502359,-1,-1
501454,1,-1
508069,-1,-1
508306,-1,-1
501419,-1,-1
508443,-1,1
501307,-1,-1
501167,1,-1
508539,1,-1
508337,-1,1
508058,-1,-1
501314,-1,-1
900135,1,-1
900184,1,1
900122,-1,1
508089,-1,1
900338,-1,-1
501173,-1,1
900176,-1,-1
900118,-1,1
508335,-1,1
501150,1,1
501340,-1,1
502345,1,1
501312,1,1
508513,1,1
508080,-1,-1
508056,1,1
501163,-1,-1
900102,-1,1
508060,1,-1
508104,-1,-1
502333,-1,-1
