508243,-1,-1
508471,1,-1
900155,1,-1
900161,-1,-1
501261,1,-1
508222,-1,-1
501309,1,-1
501102,1,-1
900129,1,1
508465,1,-1
501454,1,-1
900104,-1,-1
508415,-1,-1
501101,-1,-1
508031,-1,-1
900335,-1,-1
501094,1,-1
508306,-1,-1
900334,1,-1
501079,1,-1
501186,1,-1
900099,1,-1
508482,1,-1
501339,1,-1
508060,-1,1
501310,-1,-1
501348,1,-1
502345,-1,-1
508293,1,-1
501518,1,-1
501172,1,-1
501052,1,-1
508104,-1,-1
900159,-1,-1
900082,-1,-1
501111,1,-1
508335,-1,-1
508542,1,1
501036,-1,-1
508007,1,-1
900112,1,-1
501314,-1,-1
501336,-1,-1
501312,1,-1
