501168,1,-1
900145,1,1
508252,1,1
900130,1,1
508087,-1,-1
502345,1,-1
508076,-1,-1
501038,-1,-1
900083,1,-1
508325,1,1
508415,1,-1
502329,1,-1
501196,1,-1
900167,-1,1
501144,-1,1
501394,1,-1
508482,-1,-1
501379,-1,-1
501175,-1,-1
508539,1,-1
900334,-1,-1
508475,-1,-1
508525,1,-1
900174,-1,1
508060,-1,-1
508566,-1,-1
900146,1,1
900156,-1,1
508306,-1,1
900135,1,-1
501365,1,1
501094,1,-1
501289,1,-1
501282,-1,1
502340,-1,1
508542,1,1
900131,1,1
501079,1,-1
508431,1,-1
502346,1,1
508433,1,-1
508088,-1,-1
501279,-1,-1
502344,1,-1
