,y,mu,y_real,mu_real
0,0.528526717268411,-0.001100212761871147,0.05849999999999989,0.03233128128455756
1,-0.12956177497076943,0.0002559126621733591,0.027999999999999903,0.032380409496499694
2,0.03061553005350032,-0.017716232573149273,0.03350000000000001,0.031735351882451045
3,0.1663879194774126,-0.0015194217886689199,0.0389999999999999,0.03231610973092742
4,0.7911752942624102,0.0007929152887200571,0.07849999999999999,0.032399884060559964
5,-0.19575087831358304,0.0012574865740588397,0.025999999999999995,0.032416741329113215
6,0.3040667005981232,-0.00015315476420855578,0.04549999999999999,0.03236558239653445
7,-0.9640346241077964,-0.007503385877908251,0.010999999999999897,0.032100319174375204
8,-0.06794119397180105,0.005577174259866226,0.029999999999999995,0.032573904502993474
9,-0.344954260247636,-0.009333115801704917,0.022,0.032034624525942794
10,0.6888179510090596,-0.0009916687274092403,0.07,0.03233521075202797
11,0.9231470644582753,-0.0003722335072273775,0.091,0.03235764443782036
12,0.6226288476662428,0.033592419895704356,0.06499999999999999,0.033611843298188754
13,-3.7247811731832328,-0.0067597768855841,0.0005000000000000001,0.03212705620781692
14,-0.9640346241077964,0.0005278426746437649,0.010999999999999897,0.032390269657954544
15,0.6226288476662428,-0.013849220330904917,0.06499999999999999,0.031873053109525575
16,0.263918630557198,0.00034519888377740213,0.043500000000000004,0.032383646677044214
17,-1.5831149879679565,0.00017225374139633932,0.005499999999999899,0.03237737663424048
18,-0.1957508783135862,0.028271095558184637,0.025999999999999905,0.03341218039655589
19,0.6281082769435683,-0.0032129071512441974,0.06540000000000001,0.0322548934013253
20,-0.6018958263167905,-0.002623274311644803,0.016499999999999994,0.03227619435607405
21,-1.3061019216921053,-0.0009006735206257237,0.007499999999999998,0.032338505291897246
22,-1.8675400816027994,0.0036289900322381973,0.003999999999999899,0.032502929616919196
23,1.0509567488000573,0.03369861311777717,0.105,0.03361583992298815
24,-0.4300799917628034,0.009971128898854256,0.019999999999999896,0.03273455147562172
25,-1.6682407194831208,-0.006980566828415136,0.0049999999999998995,0.03211911521189176
26,0.05688637016763091,-0.003400030104044718,0.03449999999999989,0.032248136374998494
27,0.7323946017319376,0.005382710313138288,0.0735,0.0325668129709788
28,0.15486331866407022,0.003911313429588546,0.0385,0.03251320543608532
29,-1.5054012838117934,-0.006210712469174253,0.005999999999999903,0.032146812532871015
30,0.4147000061364523,0.29461452514860126,0.05149999999999999,0.04502101098575001
31,0.5053268630022733,-0.0054117361541702914,0.05699999999999989,0.03217558284156161
32,0.6824154564174172,-0.00623710298213662,0.06949999999999999,0.03214586267688261
33,0.4403422698499104,-0.0010297939586957387,0.0529999999999999,0.032333830503331835
34,-0.286044285793097,-0.002944667784522897,0.0235,0.0322645820180472
35,0.24314689968285405,0.026412326069972278,0.0424999999999999,0.03334271685110781
36,-3.7247811731832328,-0.00251966723807713,0.0005000000000000001,0.0322799386967064
37,0.8881173131287334,0.017036149529621503,0.08750000000000001,0.03299451779695222
