900195,1,-1
900197,-1,-1
501272,1,1
501307,-1,-1
501094,1,-1
501318,-1,-1
900115,1,-1
501289,1,-1
501340,-1,-1
508465,1,1
508443,1,-1
501343,1,-1
508337,-1,-1
508088,-1,1
502346,-1,-1
508513,1,-1
900175,-1,-1
501286,1,-1
501220,1,-1
508245,1,-1
508539,1,-1
508535,1,1
501236,-1,-1
501111,1,-1
501309,1,-1
501287,-1,-1
900165,-1,-1
508433,1,-1
900093,1,1
900102,-1,-1
501518,1,-1
508107,-1,-1
501215,1,1
900129,1,-1
508480,1,-1
501191,-1,-1
900083,1,-1
900153,1,1
900327,1,-1
900331,-1,-1
900167,-1,-1
900199,-1,-1
900122,1,1
508007,1,-1
