900331,-1,-1
508480,1,1
501176,-1,-1
900335,-1,1
501186,1,-1
508335,-1,-1
501036,-1,1
900104,-1,-1
501210,1,-1
900175,-1,-1
900122,1,-1
900195,1,1
900099,1,-1
900130,-1,1
508536,1,-1
501392,-1,-1
502331,-1,-1
501255,1,1
501094,1,-1
508512,1,1
501150,-1,-1
508464,1,-1
508525,1,-1
502336,-1,-1
900156,-1,1
900131,1,-1
900115,1,-1
501054,1,1
900101,1,-1
900172,-1,1
508007,1,1
501195,1,1
501111,1,-1
502333,-1,-1
501289,1,-1
501236,-1,1
501286,1,1
502329,1,1
501141,-1,-1
501188,1,-1
501518,1,-1
900129,1,-1
900155,1,-1
508065,-1,1
