501167,1,1
501141,-1,1
900112,1,1
900119,1,1
508060,1,-1
508471,1,1
502331,-1,1
501094,1,-1
501172,1,-1
900103,-1,1
900336,-1,1
508065,-1,1
508104,-1,-1
501163,-1,-1
900161,-1,-1
508245,1,-1
508306,-1,-1
508465,1,1
501193,-1,1
502340,-1,1
508277,-1,-1
900327,1,-1
508016,1,1
900172,-1,-1
508302,-1,1
501195,1,-1
508512,1,1
900170,-1,1
900177,-1,1
508058,-1,-1
502341,-1,1
501309,1,1
501054,-1,-1
900199,-1,1
508530,1,1
508325,1,1
900174,-1,-1
501196,-1,-1
900162,-1,1
501198,1,-1
900128,1,-1
508464,1,-1
900129,1,-1
501175,-1,1
