501279,-1,-1
900118,-1,-1
900130,1,-1
508293,1,-1
501255,1,-1
508539,1,-1
900145,1,-1
900122,1,-1
501030,1,1
501329,1,-1
501172,1,-1
900195,-1,-1
501340,-1,-1
501173,-1,-1
508485,1,-1
508088,-1,-1
900117,-1,-1
900153,1,-1
501220,1,-1
501518,1,-1
900172,-1,1
501188,1,-1
508356,1,-1
501144,-1,-1
508045,-1,1
501339,1,1
508107,-1,-1
501419,-1,-1
900166,1,-1
900334,-1,-1
508302,1,1
900175,-1,-1
501200,1,-1
501111,1,1
900129,1,-1
508089,-1,-1
900098,1,-1
900083,1,-1
900156,-1,-1
508464,-1,1
501317,1,-1
502334,1,1
501141,1,-1
900327,1,-1
