508076,-1,-1
900165,1,-1
501088,1,-1
900104,-1,-1
501317,1,-1
501220,1,-1
501141,1,-1
508065,-1,-1
501045,-1,-1
508563,1,-1
508485,1,1
501079,1,-1
501030,1,-1
900156,-1,-1
502346,1,-1
508277,1,-1
501215,1,-1
508012,1,1
508321,1,-1
508438,1,-1
900144,1,-1
501419,-1,-1
508302,1,-1
508105,-1,-1
900189,-1,-1
508566,1,-1
900166,1,-1
501236,-1,-1
508431,-1,-1
900167,-1,-1
501150,1,1
508080,-1,-1
501054,1,-1
508046,-1,-1
501193,1,-1
508535,1,1
508087,-1,-1
501038,-1,-1
501186,1,1
501125,1,1
501229,-1,-1
900117,-1,-1
501052,1,-1
501329,1,-1
