501172,1,1
900119,1,1
900128,1,-1
508245,1,-1
508536,1,-1
501079,1,-1
508046,-1,-1
501518,1,-1
900327,1,1
502337,1,1
501052,1,1
900336,-1,1
900335,-1,1
501195,1,-1
900196,-1,1
501309,1,1
508293,1,1
501176,-1,1
900112,1,-1
508031,-1,-1
501339,1,1
501191,-1,-1
508473,1,1
502341,-1,-1
508438,-1,1
501320,-1,-1
900155,1,-1
508539,1,1
900176,-1,1
501261,1,1
508108,1,-1
501343,1,1
900338,1,-1
501094,1,-1
501101,-1,1
900103,1,-1
900118,1,-1
501289,1,1
501287,-1,-1
501255,1,1
900098,1,-1
508360,-1,-1
508016,-1,1
501336,-1,1
