900177,1,1
508465,1,1
900195,1,1
501188,1,-1
508484,1,1
501038,1,1
501257,-1,1
508566,1,1
508530,1,1
501309,-1,1
501518,-1,1
900112,-1,1
501163,-1,1
508482,1,-1
900104,-1,-1
501454,1,1
900094,-1,1
501318,1,1
508056,1,1
508536,1,1
508525,1,1
508065,1,1
501256,1,-1
900166,1,1
508534,1,1
900338,1,-1
502333,-1,1
900101,-1,1
508107,-1,1
502336,-1,-1
900083,-1,1
501282,1,1
502340,-1,1
900131,1,1
900199,1,-1
508277,1,1
508080,-1,1
900162,1,1
508089,-1,1
900175,-1,1
501289,-1,-1
501193,1,1
501210,-1,1
508104,-1,1
