508482,1,-1
501394,1,-1
900115,1,1
508484,1,-1
502344,1,1
501326,-1,1
501518,1,-1
501310,-1,-1
508525,1,-1
502336,-1,-1
501215,1,-1
900159,1,-1
900102,-1,-1
900331,-1,1
501236,1,1
900118,-1,-1
508475,-1,-1
501373,-1,-1
501079,1,-1
508065,-1,1
501088,-1,-1
508046,-1,1
508076,1,1
508252,1,1
900153,1,-1
900197,-1,1
501343,1,1
502331,-1,-1
508058,-1,1
508535,1,-1
502348,-1,1
502345,-1,1
508542,1,1
501045,-1,-1
900338,1,-1
508102,1,1
900112,1,1
508084,1,-1
501365,1,-1
508069,1,1
900104,-1,-1
501054,-1,-1
508360,-1,1
501083,1,1
