508236,-1,1
508337,-1,1
508433,1,-1
501198,1,-1
900156,-1,-1
501340,-1,1
502345,1,1
900122,1,-1
501225,-1,1
502346,1,-1
508484,-1,-1
508108,1,-1
900129,1,1
501200,1,1
501163,-1,1
508293,1,-1
502334,1,1
501102,1,1
900103,1,-1
900159,-1,1
508537,1,-1
501280,-1,1
501335,1,-1
508087,-1,-1
900128,1,1
501314,-1,-1
501454,-1,-1
502333,-1,-1
502359,1,1
501261,1,1
900170,-1,1
508534,1,-1
501229,-1,1
900177,-1,-1
508415,1,1
502341,1,1
501052,1,-1
501236,1,1
508045,-1,-1
508080,-1,-1
501206,1,-1
900161,-1,-1
508542,1,-1
501088,1,-1
