900118,-1,-1
900129,-1,-1
502329,-1,1
501257,-1,-1
508302,1,1
900336,-1,-1
501168,1,-1
501186,1,-1
508566,1,1
508432,-1,1
508484,1,-1
508512,1,1
501312,1,1
508415,1,1
508480,1,-1
501279,1,1
501176,-1,-1
900166,1,1
900093,-1,-1
501361,1,-1
508088,-1,-1
508360,-1,1
502345,1,1
502341,-1,1
501419,-1,1
501373,-1,1
501094,-1,-1
508245,-1,-1
501052,1,-1
508012,1,1
508475,1,-1
502359,-1,-1
501193,1,-1
501289,-1,1
501210,-1,1
501144,-1,-1
900103,-1,-1
900177,1,-1
501282,1,-1
502336,-1,1
508104,-1,-1
508107,-1,-1
900094,-1,1
501320,-1,1
